lower_tier_local_authorities_code,lower_tier_local_authorities,country_of_birth_8,sex_2,age_10,observation
E09000032,Wandsworth,Europe: United Kingdom,Female,Aged 15 years and under,23444
E09000032,Wandsworth,Europe: United Kingdom,Female,Aged 16 to 19 years,4054
E09000032,Wandsworth,Europe: United Kingdom,Female,Aged 20 to 21 years,1972
E09000032,Wandsworth,Europe: United Kingdom,Female,Aged 22 to 24 years,6859
E09000032,Wandsworth,Europe: United Kingdom,Female,Aged 25 to 29 years,17182
E09000032,Wandsworth,Europe: United Kingdom,Female,Aged 30 to 34 years,10479
E09000032,Wandsworth,Europe: United Kingdom,Female,Aged 35 to 39 years,6505
E09000032,Wandsworth,Europe: United Kingdom,Female,Aged 40 to 44 years,5255
E09000032,Wandsworth,Europe: United Kingdom,Female,Aged 45 to 49 years,4741
E09000032,Wandsworth,Europe: United Kingdom,Female,Aged 50 years and over,22353
E09000032,Wandsworth,Europe: United Kingdom,Male,Aged 15 years and under,24591
E09000032,Wandsworth,Europe: United Kingdom,Male,Aged 16 to 19 years,3719
E09000032,Wandsworth,Europe: United Kingdom,Male,Aged 20 to 21 years,1688
E09000032,Wandsworth,Europe: United Kingdom,Male,Aged 22 to 24 years,5568
E09000032,Wandsworth,Europe: United Kingdom,Male,Aged 25 to 29 years,15271
E09000032,Wandsworth,Europe: United Kingdom,Male,Aged 30 to 34 years,10452
E09000032,Wandsworth,Europe: United Kingdom,Male,Aged 35 to 39 years,6782
E09000032,Wandsworth,Europe: United Kingdom,Male,Aged 40 to 44 years,5690
E09000032,Wandsworth,Europe: United Kingdom,Male,Aged 45 to 49 years,5242
E09000032,Wandsworth,Europe: United Kingdom,Male,Aged 50 years and over,21475
E09000032,Wandsworth,Europe: Ireland,Female,Aged 15 years and under,33
E09000032,Wandsworth,Europe: Ireland,Female,Aged 16 to 19 years,10
E09000032,Wandsworth,Europe: Ireland,Female,Aged 20 to 21 years,21
E09000032,Wandsworth,Europe: Ireland,Female,Aged 22 to 24 years,97
E09000032,Wandsworth,Europe: Ireland,Female,Aged 25 to 29 years,434
E09000032,Wandsworth,Europe: Ireland,Female,Aged 30 to 34 years,461
E09000032,Wandsworth,Europe: Ireland,Female,Aged 35 to 39 years,297
E09000032,Wandsworth,Europe: Ireland,Female,Aged 40 to 44 years,186
E09000032,Wandsworth,Europe: Ireland,Female,Aged 45 to 49 years,146
E09000032,Wandsworth,Europe: Ireland,Female,Aged 50 years and over,1101
E09000032,Wandsworth,Europe: Ireland,Male,Aged 15 years and under,40
E09000032,Wandsworth,Europe: Ireland,Male,Aged 16 to 19 years,7
E09000032,Wandsworth,Europe: Ireland,Male,Aged 20 to 21 years,13
E09000032,Wandsworth,Europe: Ireland,Male,Aged 22 to 24 years,48
E09000032,Wandsworth,Europe: Ireland,Male,Aged 25 to 29 years,238
E09000032,Wandsworth,Europe: Ireland,Male,Aged 30 to 34 years,375
E09000032,Wandsworth,Europe: Ireland,Male,Aged 35 to 39 years,323
E09000032,Wandsworth,Europe: Ireland,Male,Aged 40 to 44 years,221
E09000032,Wandsworth,Europe: Ireland,Male,Aged 45 to 49 years,124
E09000032,Wandsworth,Europe: Ireland,Male,Aged 50 years and over,885
E09000032,Wandsworth,Europe: Other Europe,Female,Aged 15 years and under,1309
E09000032,Wandsworth,Europe: Other Europe,Female,Aged 16 to 19 years,690
E09000032,Wandsworth,Europe: Other Europe,Female,Aged 20 to 21 years,627
E09000032,Wandsworth,Europe: Other Europe,Female,Aged 22 to 24 years,1422
E09000032,Wandsworth,Europe: Other Europe,Female,Aged 25 to 29 years,4031
E09000032,Wandsworth,Europe: Other Europe,Female,Aged 30 to 34 years,4293
E09000032,Wandsworth,Europe: Other Europe,Female,Aged 35 to 39 years,3860
E09000032,Wandsworth,Europe: Other Europe,Female,Aged 40 to 44 years,3216
E09000032,Wandsworth,Europe: Other Europe,Female,Aged 45 to 49 years,2115
E09000032,Wandsworth,Europe: Other Europe,Female,Aged 50 years and over,4416
E09000032,Wandsworth,Europe: Other Europe,Male,Aged 15 years and under,1450
E09000032,Wandsworth,Europe: Other Europe,Male,Aged 16 to 19 years,632
E09000032,Wandsworth,Europe: Other Europe,Male,Aged 20 to 21 years,433
E09000032,Wandsworth,Europe: Other Europe,Male,Aged 22 to 24 years,958
E09000032,Wandsworth,Europe: Other Europe,Male,Aged 25 to 29 years,2786
E09000032,Wandsworth,Europe: Other Europe,Male,Aged 30 to 34 years,3337
E09000032,Wandsworth,Europe: Other Europe,Male,Aged 35 to 39 years,3173
E09000032,Wandsworth,Europe: Other Europe,Male,Aged 40 to 44 years,2609
E09000032,Wandsworth,Europe: Other Europe,Male,Aged 45 to 49 years,1956
E09000032,Wandsworth,Europe: Other Europe,Male,Aged 50 years and over,3354
E09000032,Wandsworth,Africa,Female,Aged 15 years and under,200
E09000032,Wandsworth,Africa,Female,Aged 16 to 19 years,123
E09000032,Wandsworth,Africa,Female,Aged 20 to 21 years,176
E09000032,Wandsworth,Africa,Female,Aged 22 to 24 years,394
E09000032,Wandsworth,Africa,Female,Aged 25 to 29 years,994
E09000032,Wandsworth,Africa,Female,Aged 30 to 34 years,1351
E09000032,Wandsworth,Africa,Female,Aged 35 to 39 years,1235
E09000032,Wandsworth,Africa,Female,Aged 40 to 44 years,1153
E09000032,Wandsworth,Africa,Female,Aged 45 to 49 years,1075
E09000032,Wandsworth,Africa,Female,Aged 50 years and over,4476
E09000032,Wandsworth,Africa,Male,Aged 15 years and under,222
E09000032,Wandsworth,Africa,Male,Aged 16 to 19 years,168
E09000032,Wandsworth,Africa,Male,Aged 20 to 21 years,114
E09000032,Wandsworth,Africa,Male,Aged 22 to 24 years,305
E09000032,Wandsworth,Africa,Male,Aged 25 to 29 years,924
E09000032,Wandsworth,Africa,Male,Aged 30 to 34 years,1005
E09000032,Wandsworth,Africa,Male,Aged 35 to 39 years,1038
E09000032,Wandsworth,Africa,Male,Aged 40 to 44 years,960
E09000032,Wandsworth,Africa,Male,Aged 45 to 49 years,820
E09000032,Wandsworth,Africa,Male,Aged 50 years and over,3559
E09000032,Wandsworth,Middle East and Asia,Female,Aged 15 years and under,744
E09000032,Wandsworth,Middle East and Asia,Female,Aged 16 to 19 years,315
E09000032,Wandsworth,Middle East and Asia,Female,Aged 20 to 21 years,276
E09000032,Wandsworth,Middle East and Asia,Female,Aged 22 to 24 years,737
E09000032,Wandsworth,Middle East and Asia,Female,Aged 25 to 29 years,1437
E09000032,Wandsworth,Middle East and Asia,Female,Aged 30 to 34 years,1782
E09000032,Wandsworth,Middle East and Asia,Female,Aged 35 to 39 years,1786
E09000032,Wandsworth,Middle East and Asia,Female,Aged 40 to 44 years,1537
E09000032,Wandsworth,Middle East and Asia,Female,Aged 45 to 49 years,1344
E09000032,Wandsworth,Middle East and Asia,Female,Aged 50 years and over,5295
E09000032,Wandsworth,Middle East and Asia,Male,Aged 15 years and under,721
E09000032,Wandsworth,Middle East and Asia,Male,Aged 16 to 19 years,368
E09000032,Wandsworth,Middle East and Asia,Male,Aged 20 to 21 years,240
E09000032,Wandsworth,Middle East and Asia,Male,Aged 22 to 24 years,727
E09000032,Wandsworth,Middle East and Asia,Male,Aged 25 to 29 years,1124
E09000032,Wandsworth,Middle East and Asia,Male,Aged 30 to 34 years,1493
E09000032,Wandsworth,Middle East and Asia,Male,Aged 35 to 39 years,1386
E09000032,Wandsworth,Middle East and Asia,Male,Aged 40 to 44 years,1227
E09000032,Wandsworth,Middle East and Asia,Male,Aged 45 to 49 years,1150
E09000032,Wandsworth,Middle East and Asia,Male,Aged 50 years and over,4068
E09000032,Wandsworth,The Americas and the Caribbean,Female,Aged 15 years and under,536
E09000032,Wandsworth,The Americas and the Caribbean,Female,Aged 16 to 19 years,136
E09000032,Wandsworth,The Americas and the Caribbean,Female,Aged 20 to 21 years,123
E09000032,Wandsworth,The Americas and the Caribbean,Female,Aged 22 to 24 years,376
E09000032,Wandsworth,The Americas and the Caribbean,Female,Aged 25 to 29 years,1115
E09000032,Wandsworth,The Americas and the Caribbean,Female,Aged 30 to 34 years,1315
E09000032,Wandsworth,The Americas and the Caribbean,Female,Aged 35 to 39 years,1290
E09000032,Wandsworth,The Americas and the Caribbean,Female,Aged 40 to 44 years,1032
E09000032,Wandsworth,The Americas and the Caribbean,Female,Aged 45 to 49 years,888
E09000032,Wandsworth,The Americas and the Caribbean,Female,Aged 50 years and over,4013
E09000032,Wandsworth,The Americas and the Caribbean,Male,Aged 15 years and under,495
E09000032,Wandsworth,The Americas and the Caribbean,Male,Aged 16 to 19 years,167
E09000032,Wandsworth,The Americas and the Caribbean,Male,Aged 20 to 21 years,113
E09000032,Wandsworth,The Americas and the Caribbean,Male,Aged 22 to 24 years,294
E09000032,Wandsworth,The Americas and the Caribbean,Male,Aged 25 to 29 years,667
E09000032,Wandsworth,The Americas and the Caribbean,Male,Aged 30 to 34 years,911
E09000032,Wandsworth,The Americas and the Caribbean,Male,Aged 35 to 39 years,881
E09000032,Wandsworth,The Americas and the Caribbean,Male,Aged 40 to 44 years,798
E09000032,Wandsworth,The Americas and the Caribbean,Male,Aged 45 to 49 years,676
E09000032,Wandsworth,The Americas and the Caribbean,Male,Aged 50 years and over,2478
E09000032,Wandsworth,Antarctica and Oceania (including Australasia) and Other,Female,Aged 15 years and under,92
E09000032,Wandsworth,Antarctica and Oceania (including Australasia) and Other,Female,Aged 16 to 19 years,20
E09000032,Wandsworth,Antarctica and Oceania (including Australasia) and Other,Female,Aged 20 to 21 years,25
E09000032,Wandsworth,Antarctica and Oceania (including Australasia) and Other,Female,Aged 22 to 24 years,153
E09000032,Wandsworth,Antarctica and Oceania (including Australasia) and Other,Female,Aged 25 to 29 years,886
E09000032,Wandsworth,Antarctica and Oceania (including Australasia) and Other,Female,Aged 30 to 34 years,667
E09000032,Wandsworth,Antarctica and Oceania (including Australasia) and Other,Female,Aged 35 to 39 years,404
E09000032,Wandsworth,Antarctica and Oceania (including Australasia) and Other,Female,Aged 40 to 44 years,365
E09000032,Wandsworth,Antarctica and Oceania (including Australasia) and Other,Female,Aged 45 to 49 years,275
E09000032,Wandsworth,Antarctica and Oceania (including Australasia) and Other,Female,Aged 50 years and over,499
E09000032,Wandsworth,Antarctica and Oceania (including Australasia) and Other,Male,Aged 15 years and under,71
E09000032,Wandsworth,Antarctica and Oceania (including Australasia) and Other,Male,Aged 16 to 19 years,11
E09000032,Wandsworth,Antarctica and Oceania (including Australasia) and Other,Male,Aged 20 to 21 years,10
E09000032,Wandsworth,Antarctica and Oceania (including Australasia) and Other,Male,Aged 22 to 24 years,78
E09000032,Wandsworth,Antarctica and Oceania (including Australasia) and Other,Male,Aged 25 to 29 years,569
E09000032,Wandsworth,Antarctica and Oceania (including Australasia) and Other,Male,Aged 30 to 34 years,543
E09000032,Wandsworth,Antarctica and Oceania (including Australasia) and Other,Male,Aged 35 to 39 years,332
E09000032,Wandsworth,Antarctica and Oceania (including Australasia) and Other,Male,Aged 40 to 44 years,340
E09000032,Wandsworth,Antarctica and Oceania (including Australasia) and Other,Male,Aged 45 to 49 years,266
E09000032,Wandsworth,Antarctica and Oceania (including Australasia) and Other,Male,Aged 50 years and over,496
E09000033,Westminster,Europe: United Kingdom,Female,Aged 15 years and under,10849
E09000033,Westminster,Europe: United Kingdom,Female,Aged 16 to 19 years,2840
E09000033,Westminster,Europe: United Kingdom,Female,Aged 20 to 21 years,1531
E09000033,Westminster,Europe: United Kingdom,Female,Aged 22 to 24 years,3094
E09000033,Westminster,Europe: United Kingdom,Female,Aged 25 to 29 years,4359
E09000033,Westminster,Europe: United Kingdom,Female,Aged 30 to 34 years,2907
E09000033,Westminster,Europe: United Kingdom,Female,Aged 35 to 39 years,2046
E09000033,Westminster,Europe: United Kingdom,Female,Aged 40 to 44 years,1783
E09000033,Westminster,Europe: United Kingdom,Female,Aged 45 to 49 years,1733
E09000033,Westminster,Europe: United Kingdom,Female,Aged 50 years and over,12296
E09000033,Westminster,Europe: United Kingdom,Male,Aged 15 years and under,11351
E09000033,Westminster,Europe: United Kingdom,Male,Aged 16 to 19 years,3136
E09000033,Westminster,Europe: United Kingdom,Male,Aged 20 to 21 years,1638
E09000033,Westminster,Europe: United Kingdom,Male,Aged 22 to 24 years,3104
E09000033,Westminster,Europe: United Kingdom,Male,Aged 25 to 29 years,4793
E09000033,Westminster,Europe: United Kingdom,Male,Aged 30 to 34 years,3481
E09000033,Westminster,Europe: United Kingdom,Male,Aged 35 to 39 years,2572
E09000033,Westminster,Europe: United Kingdom,Male,Aged 40 to 44 years,2190
E09000033,Westminster,Europe: United Kingdom,Male,Aged 45 to 49 years,2141
E09000033,Westminster,Europe: United Kingdom,Male,Aged 50 years and over,12858
E09000033,Westminster,Europe: Ireland,Female,Aged 15 years and under,11
E09000033,Westminster,Europe: Ireland,Female,Aged 16 to 19 years,21
E09000033,Westminster,Europe: Ireland,Female,Aged 20 to 21 years,17
E09000033,Westminster,Europe: Ireland,Female,Aged 22 to 24 years,37
E09000033,Westminster,Europe: Ireland,Female,Aged 25 to 29 years,73
E09000033,Westminster,Europe: Ireland,Female,Aged 30 to 34 years,67
E09000033,Westminster,Europe: Ireland,Female,Aged 35 to 39 years,70
E09000033,Westminster,Europe: Ireland,Female,Aged 40 to 44 years,58
E09000033,Westminster,Europe: Ireland,Female,Aged 45 to 49 years,60
E09000033,Westminster,Europe: Ireland,Female,Aged 50 years and over,838
E09000033,Westminster,Europe: Ireland,Male,Aged 15 years and under,8
E09000033,Westminster,Europe: Ireland,Male,Aged 16 to 19 years,13
E09000033,Westminster,Europe: Ireland,Male,Aged 20 to 21 years,12
E09000033,Westminster,Europe: Ireland,Male,Aged 22 to 24 years,33
E09000033,Westminster,Europe: Ireland,Male,Aged 25 to 29 years,49
E09000033,Westminster,Europe: Ireland,Male,Aged 30 to 34 years,69
E09000033,Westminster,Europe: Ireland,Male,Aged 35 to 39 years,114
E09000033,Westminster,Europe: Ireland,Male,Aged 40 to 44 years,54
E09000033,Westminster,Europe: Ireland,Male,Aged 45 to 49 years,72
E09000033,Westminster,Europe: Ireland,Male,Aged 50 years and over,670
E09000033,Westminster,Europe: Other Europe,Female,Aged 15 years and under,882
E09000033,Westminster,Europe: Other Europe,Female,Aged 16 to 19 years,670
E09000033,Westminster,Europe: Other Europe,Female,Aged 20 to 21 years,936
E09000033,Westminster,Europe: Other Europe,Female,Aged 22 to 24 years,1891
E09000033,Westminster,Europe: Other Europe,Female,Aged 25 to 29 years,3898
E09000033,Westminster,Europe: Other Europe,Female,Aged 30 to 34 years,3582
E09000033,Westminster,Europe: Other Europe,Female,Aged 35 to 39 years,2480
